age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
44,75,Government,Prof-school,Married,Professional,White,Male,1
17,20,Other/Unknown,School,Single,Other/Unknown,Other,Female,0
39,20,Private,Bachelors,Married,Professional,White,Female,1
55,40,Self-Employed,HS-grad,Married,Sales,White,Male,0
61,40,Other/Unknown,School,Divorced,Other/Unknown,White,Female,0
47,40,Private,School,Married,Blue-Collar,White,Male,0
65,28,Government,Some-college,Divorced,White-Collar,White,Female,0
22,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
30,40,Private,Bachelors,Married,White-Collar,White,Male,1
40,50,Private,HS-grad,Divorced,White-Collar,White,Female,0
34,50,Private,Some-college,Married,White-Collar,White,Male,1
36,50,Private,Assoc,Married,White-Collar,White,Male,1
51,40,Private,Bachelors,Married,White-Collar,White,Male,1
21,24,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,0
44,45,Private,Some-college,Married,White-Collar,White,Male,1
34,40,Private,Masters,Single,Service,Other,Female,0
33,40,Private,Assoc,Divorced,White-Collar,White,Male,0
24,35,Private,HS-grad,Single,Service,White,Female,0
26,40,Private,Bachelors,Single,White-Collar,Other,Female,0
68,40,Government,Masters,Widowed,Professional,Other,Female,1
35,40,Private,Bachelors,Divorced,White-Collar,White,Female,0
20,40,Private,School,Single,Service,White,Female,0
37,40,Private,Bachelors,Separated,White-Collar,Other,Female,0
49,50,Private,Masters,Married,White-Collar,White,Male,1
47,65,Private,Masters,Married,White-Collar,White,Male,1
25,40,Private,School,Single,Service,White,Male,0
56,40,Private,School,Separated,Service,Other,Female,0
44,40,Private,Some-college,Divorced,White-Collar,White,Female,0
77,40,Private,Prof-school,Married,White-Collar,White,Male,0
63,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
66,40,Private,Bachelors,Married,Service,White,Male,1
23,20,Private,Bachelors,Single,White-Collar,Other,Female,0
23,25,Private,Some-college,Single,Service,White,Female,0
54,35,Government,HS-grad,Separated,White-Collar,Other,Female,0
33,35,Government,Masters,Married,Professional,White,Female,1
32,40,Private,Masters,Single,White-Collar,White,Male,1
36,40,Private,Bachelors,Separated,Professional,White,Male,0
47,40,Private,Some-college,Divorced,Service,White,Female,0
38,40,Private,Bachelors,Married,Sales,White,Male,1
40,40,Private,Assoc,Separated,Professional,White,Female,0
27,45,Private,Bachelors,Married,Blue-Collar,White,Male,1
27,50,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
18,15,Private,School,Single,White-Collar,White,Female,0
64,40,Government,School,Married,Service,Other,Female,0
52,85,Private,HS-grad,Married,Blue-Collar,White,Male,1
45,40,Private,Bachelors,Married,Blue-Collar,Other,Male,1
19,40,Private,HS-grad,Single,Sales,White,Male,0
44,55,Private,School,Married,Service,White,Female,0
22,40,Private,Bachelors,Single,White-Collar,White,Male,0
30,16,Private,Bachelors,Married,Service,White,Female,1
71,17,Private,HS-grad,Single,Blue-Collar,White,Male,0
44,45,Private,Some-college,Married,Professional,White,Male,1
25,35,Private,Bachelors,Single,Blue-Collar,White,Male,0
27,50,Private,Bachelors,Single,White-Collar,Other,Female,0
36,40,Private,HS-grad,Married,Blue-Collar,White,Female,0
31,60,Private,Some-college,Single,White-Collar,White,Male,0
64,60,Self-Employed,Doctorate,Married,White-Collar,White,Male,1
29,40,Government,Assoc,Married,Blue-Collar,White,Male,1
64,40,Government,Bachelors,Divorced,Service,White,Male,0
43,40,Private,Masters,Divorced,White-Collar,White,Female,1
47,45,Government,Bachelors,Married,White-Collar,White,Male,1
40,80,Private,Bachelors,Married,Blue-Collar,White,Male,1
28,40,Government,HS-grad,Separated,White-Collar,White,Female,0
39,40,Private,Masters,Married,Professional,White,Male,1
46,40,Private,Assoc,Married,White-Collar,White,Male,0
44,70,Self-Employed,Some-college,Married,Sales,White,Male,1
32,40,Private,School,Single,Blue-Collar,Other,Male,0
41,40,Government,Some-college,Married,White-Collar,White,Male,0
30,40,Private,Some-college,Separated,White-Collar,Other,Female,0
20,25,Private,Some-college,Single,Sales,White,Male,0
29,25,Private,School,Single,Service,White,Male,0
33,48,Self-Employed,Some-college,Single,Blue-Collar,White,Male,0
47,60,Private,Some-college,Married,Sales,White,Male,1
39,40,Private,School,Married,Blue-Collar,White,Male,0
26,40,Private,Bachelors,Single,Sales,Other,Female,0
40,45,Self-Employed,Prof-school,Married,Professional,White,Male,1
38,40,Government,HS-grad,Married,White-Collar,Other,Female,0
62,40,Private,School,Divorced,Professional,White,Female,0
64,24,Self-Employed,Bachelors,Married,Professional,White,Male,1
44,40,Government,Masters,Married,Professional,White,Female,1
35,40,Self-Employed,Some-college,Married,Sales,White,Female,0
52,60,Self-Employed,Bachelors,Married,Professional,White,Male,1
48,50,Private,Masters,Divorced,White-Collar,White,Male,1
41,70,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
45,60,Government,Assoc,Married,Service,White,Male,1
19,30,Government,School,Single,Service,White,Female,0
29,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
48,40,Private,HS-grad,Separated,White-Collar,White,Female,0
31,40,Private,School,Married,Blue-Collar,White,Male,0
22,20,Private,Some-college,Single,Sales,White,Female,0
34,4,Other/Unknown,Some-college,Married,Other/Unknown,White,Female,0
23,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
47,40,Private,School,Widowed,Blue-Collar,White,Male,0
51,40,Private,Bachelors,Separated,Professional,White,Male,0
34,40,Private,Bachelors,Single,Sales,Other,Female,0
64,50,Other/Unknown,School,Married,Other/Unknown,White,Male,0
32,40,Private,Masters,Married,Professional,White,Male,1
35,40,Private,HS-grad,Single,Service,Other,Female,0
31,45,Private,Some-college,Married,Blue-Collar,White,Male,0
58,40,Private,HS-grad,Separated,Service,White,Female,0
54,40,Private,HS-grad,Married,Sales,White,Male,0
30,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
90,40,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,0
17,20,Private,School,Single,Blue-Collar,White,Male,0
30,40,Private,Some-college,Divorced,Sales,White,Male,0
22,28,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
60,60,Private,Some-college,Married,Blue-Collar,White,Male,0
64,9,Self-Employed,Prof-school,Married,Professional,White,Male,1
29,60,Private,Doctorate,Married,Professional,Other,Male,0
44,46,Private,School,Divorced,Blue-Collar,Other,Female,0
50,50,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,0
30,55,Self-Employed,Some-college,Married,White-Collar,White,Female,1
23,38,Private,School,Single,Blue-Collar,White,Female,0
36,30,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,0
31,25,Private,HS-grad,Divorced,Service,White,Female,0
31,45,Private,Bachelors,Divorced,White-Collar,White,Female,0
21,20,Private,Some-college,Single,Service,White,Male,0
20,30,Private,HS-grad,Single,Service,White,Female,0
21,20,Private,Bachelors,Single,Service,White,Male,0
25,30,Private,Some-college,Separated,Service,White,Female,0
18,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
25,40,Private,HS-grad,Divorced,Service,White,Female,0
21,38,Private,HS-grad,Divorced,Sales,Other,Female,0
23,35,Private,Some-college,Single,Blue-Collar,White,Male,0
21,10,Government,Some-college,Single,Service,White,Female,0
41,40,Private,School,Married,Blue-Collar,White,Male,0
44,40,Private,Bachelors,Married,White-Collar,White,Male,1
60,40,Private,Some-college,Married,Sales,White,Male,1
20,20,Private,Some-college,Single,Sales,White,Male,0
62,40,Private,Some-college,Divorced,White-Collar,White,Female,0
42,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
20,55,Private,HS-grad,Single,Blue-Collar,White,Male,0
33,40,Private,Some-college,Single,White-Collar,White,Female,0
44,45,Private,Bachelors,Married,Professional,White,Male,0
39,50,Private,HS-grad,Married,Sales,White,Male,0
32,40,Other/Unknown,School,Divorced,Other/Unknown,White,Female,0
42,60,Self-Employed,Prof-school,Married,Professional,White,Male,1
24,40,Self-Employed,School,Married,Blue-Collar,White,Male,0
31,35,Private,HS-grad,Married,Service,Other,Female,0
55,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
35,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
33,40,Private,School,Single,Service,Other,Male,0
40,40,Private,HS-grad,Separated,Blue-Collar,White,Male,0
31,56,Private,School,Married,Blue-Collar,White,Male,0
24,40,Private,HS-grad,Married,Blue-Collar,White,Female,0
40,40,Private,HS-grad,Divorced,Service,Other,Male,0
47,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
25,32,Self-Employed,HS-grad,Single,Service,White,Male,0
53,40,Private,Some-college,Married,Service,White,Male,0
28,46,Private,HS-grad,Married,Blue-Collar,White,Male,0
19,30,Private,Some-college,Single,Sales,White,Female,0
28,45,Private,Bachelors,Single,White-Collar,White,Male,0
32,40,Private,HS-grad,Single,White-Collar,White,Male,0
43,35,Private,HS-grad,Divorced,Service,White,Female,0
37,45,Private,Masters,Married,Professional,White,Male,1
53,40,Private,Bachelors,Married,Blue-Collar,White,Male,1
41,40,Private,School,Divorced,Blue-Collar,White,Female,0
29,48,Private,Assoc,Married,Blue-Collar,White,Male,1
47,36,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,1
36,50,Private,HS-grad,Married,Sales,White,Male,0
38,40,Private,Some-college,Married,White-Collar,Other,Female,0
37,40,Private,HS-grad,Married,White-Collar,White,Male,0
50,40,Government,Some-college,Married,Blue-Collar,White,Male,1
33,55,Private,HS-grad,Married,Blue-Collar,White,Male,1
45,48,Private,Some-college,Married,Blue-Collar,White,Male,0
21,40,Private,Some-college,Single,Sales,White,Male,0
23,40,Private,Some-college,Married,Service,White,Male,0
48,46,Government,Doctorate,Married,Professional,White,Female,1
24,40,Private,School,Separated,Blue-Collar,White,Male,0
53,38,Private,HS-grad,Widowed,Blue-Collar,Other,Female,0
27,60,Private,Some-college,Married,White-Collar,White,Male,0
40,40,Private,Masters,Single,White-Collar,White,Female,0
28,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
30,40,Private,Some-college,Divorced,White-Collar,Other,Female,0
22,40,Private,Bachelors,Single,Professional,White,Male,0
40,45,Government,Masters,Divorced,Professional,White,Female,0
56,40,Private,Assoc,Married,Blue-Collar,Other,Male,1
31,40,Private,HS-grad,Single,Blue-Collar,White,Female,0
21,22,Private,Some-college,Single,Sales,White,Female,0
77,25,Private,HS-grad,Married,Service,White,Male,0
33,56,Private,HS-grad,Married,Blue-Collar,White,Male,1
58,20,Private,Some-college,Single,Blue-Collar,White,Male,0
27,20,Private,Bachelors,Single,Service,Other,Female,0
23,40,Private,Some-college,Single,Sales,Other,Female,0
36,40,Government,Masters,Single,Professional,White,Female,0
59,55,Self-Employed,Prof-school,Married,Professional,White,Male,1
27,40,Private,Some-college,Divorced,White-Collar,White,Female,0
26,40,Private,HS-grad,Divorced,White-Collar,White,Female,0
27,30,Self-Employed,Some-college,Married,White-Collar,White,Male,0
44,45,Private,HS-grad,Married,Blue-Collar,White,Male,0
35,60,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
59,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
32,50,Private,School,Married,Blue-Collar,White,Male,0
41,45,Self-Employed,Assoc,Married,Blue-Collar,White,Male,0
18,22,Private,School,Single,Service,White,Female,0
43,40,Government,Bachelors,Married,White-Collar,White,Male,1
46,40,Private,School,Divorced,White-Collar,Other,Male,0
24,50,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,0
29,45,Private,Assoc,Single,Sales,White,Male,0
42,30,Private,School,Married,Blue-Collar,White,Male,0
36,60,Government,Some-college,Divorced,Blue-Collar,White,Male,0
40,60,Private,HS-grad,Married,Blue-Collar,Other,Male,0
58,60,Self-Employed,Some-college,Married,White-Collar,White,Male,1
47,60,Self-Employed,Bachelors,Divorced,White-Collar,Other,Male,0
21,25,Private,HS-grad,Single,White-Collar,White,Female,0
49,48,Private,HS-grad,Married,Sales,White,Male,1
48,55,Private,School,Married,Blue-Collar,White,Male,0
47,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,0
32,60,Private,Masters,Single,White-Collar,White,Female,1
19,40,Private,Some-college,Single,White-Collar,White,Male,0
38,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
42,40,Private,School,Separated,White-Collar,White,Male,0
19,50,Private,Some-college,Single,Blue-Collar,White,Male,0
36,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
32,40,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,0
46,37,Self-Employed,Bachelors,Married,White-Collar,White,Male,1
33,60,Self-Employed,Assoc,Divorced,Sales,White,Male,0
43,45,Private,Bachelors,Divorced,White-Collar,White,Male,1
40,50,Private,HS-grad,Married,Professional,Other,Male,0
43,40,Private,HS-grad,Separated,Blue-Collar,White,Male,0
47,57,Private,Some-college,Married,Service,White,Male,1
46,65,Government,HS-grad,Married,White-Collar,White,Male,0
36,40,Private,School,Single,Blue-Collar,Other,Female,0
50,40,Private,HS-grad,Married,White-Collar,White,Female,1
36,40,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
20,40,Private,Some-college,Single,Blue-Collar,White,Male,0
51,40,Private,Masters,Divorced,Service,White,Male,0
30,40,Private,Some-college,Single,Blue-Collar,White,Male,0
34,10,Government,Assoc,Divorced,White-Collar,White,Female,0
26,40,Private,Some-college,Single,Blue-Collar,White,Male,0
63,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
25,60,Private,HS-grad,Married,Blue-Collar,White,Male,0
49,40,Private,HS-grad,Married,Blue-Collar,Other,Female,0
28,20,Private,Bachelors,Single,Professional,White,Female,0
51,45,Private,Bachelors,Married,White-Collar,White,Male,1
55,80,Private,Doctorate,Married,White-Collar,White,Male,1
21,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
53,40,Self-Employed,Doctorate,Married,Professional,White,Male,1
56,40,Self-Employed,Bachelors,Married,Professional,White,Male,1
38,50,Private,School,Single,Blue-Collar,Other,Female,0
52,25,Private,School,Widowed,Service,White,Female,0
35,32,Private,HS-grad,Separated,White-Collar,White,Female,0
31,13,Government,Some-college,Single,Service,White,Male,0
17,8,Other/Unknown,School,Single,Other/Unknown,White,Female,0
17,25,Government,School,Single,Service,White,Female,0
25,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
30,66,Self-Employed,HS-grad,Single,Sales,White,Male,0
36,40,Private,School,Single,Blue-Collar,Other,Female,0
28,40,Private,HS-grad,Single,Blue-Collar,White,Female,0
43,45,Self-Employed,Bachelors,Married,Sales,Other,Male,0
32,60,Private,Prof-school,Married,Professional,White,Male,1
32,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
28,65,Government,Some-college,Married,White-Collar,White,Male,0
35,60,Private,Some-college,Divorced,White-Collar,White,Male,0
29,40,Private,Assoc,Single,Service,White,Male,0
40,50,Government,Some-college,Single,White-Collar,White,Female,0
60,42,Private,Some-college,Divorced,Professional,White,Male,0
39,40,Private,School,Married,Blue-Collar,White,Male,0
39,40,Government,Bachelors,Single,White-Collar,White,Male,0
30,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
39,40,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
61,40,Government,School,Married,White-Collar,White,Male,0
48,32,Private,HS-grad,Single,Service,White,Female,0
30,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
34,40,Government,School,Single,Service,White,Male,0
23,20,Government,Bachelors,Single,Professional,White,Female,0
47,50,Government,Bachelors,Divorced,Professional,White,Male,0
26,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
45,55,Private,HS-grad,Divorced,Blue-Collar,White,Female,0
43,40,Private,HS-grad,Married,Blue-Collar,White,Male,1
18,15,Private,HS-grad,Single,White-Collar,White,Female,0
68,22,Private,School,Married,Sales,White,Male,0
33,50,Private,HS-grad,Divorced,Sales,White,Male,0
41,40,Private,HS-grad,Single,White-Collar,White,Female,0
32,45,Private,HS-grad,Single,Blue-Collar,White,Male,0
30,60,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
36,60,Self-Employed,Bachelors,Divorced,Sales,White,Male,0
42,12,Private,Some-college,Divorced,White-Collar,White,Female,0
30,40,Private,Some-college,Single,Blue-Collar,Other,Male,0
34,50,Private,Some-college,Married,White-Collar,White,Female,1
27,40,Private,HS-grad,Single,White-Collar,White,Female,0
29,45,Government,HS-grad,Divorced,White-Collar,Other,Male,0
38,40,Private,Some-college,Married,Service,Other,Female,0
43,45,Private,Masters,Single,White-Collar,White,Female,0
25,40,Private,HS-grad,Single,Sales,White,Female,0
38,40,Government,HS-grad,Single,Service,Other,Female,0
33,40,Private,School,Single,Service,Other,Male,0
39,40,Private,Assoc,Single,Blue-Collar,White,Male,0
42,60,Government,Doctorate,Divorced,Professional,White,Female,1
58,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
22,40,Private,Assoc,Single,Blue-Collar,White,Male,0
44,60,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
19,40,Private,HS-grad,Single,Blue-Collar,White,Female,0
58,50,Self-Employed,Some-college,Married,White-Collar,White,Male,1
42,45,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
26,40,Private,HS-grad,Single,Blue-Collar,Other,Female,0
37,40,Private,Some-college,Married,Blue-Collar,White,Male,0
54,30,Private,Some-college,Divorced,White-Collar,White,Male,0
25,40,Government,Bachelors,Single,Service,Other,Female,0
30,40,Private,HS-grad,Separated,Blue-Collar,White,Male,0
18,20,Private,School,Single,Service,White,Female,0
55,40,Private,Bachelors,Married,Professional,White,Male,1
27,55,Private,Bachelors,Single,Professional,White,Female,0
37,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
30,40,Private,Some-college,Married,White-Collar,White,Female,0
44,60,Private,Some-college,Married,Blue-Collar,White,Male,1
40,40,Private,Some-college,Married,Sales,White,Male,0
34,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
51,40,Private,Assoc,Married,Service,White,Male,1
42,40,Private,Some-college,Married,Service,White,Female,1
33,30,Private,School,Separated,Blue-Collar,White,Male,0
41,50,Private,Some-college,Married,Sales,White,Male,1
28,40,Government,Some-college,Single,Service,White,Male,0
25,35,Private,Some-college,Divorced,Professional,White,Female,0
59,35,Private,Some-college,Married,Blue-Collar,White,Male,1
27,40,Other/Unknown,School,Married,Other/Unknown,White,Female,0
46,43,Government,HS-grad,Married,Service,White,Male,1
23,40,Private,HS-grad,Single,Sales,White,Male,0
20,40,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
33,40,Private,HS-grad,Married,Blue-Collar,Other,Male,0
61,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
48,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
54,60,Other/Unknown,Some-college,Married,Other/Unknown,Other,Male,1
17,20,Other/Unknown,School,Single,Other/Unknown,Other,Female,0
51,84,Private,Doctorate,Married,White-Collar,White,Male,1
39,50,Private,Bachelors,Divorced,White-Collar,White,Female,1
28,60,Private,Bachelors,Single,Blue-Collar,Other,Male,0
52,40,Private,Bachelors,Divorced,Professional,White,Female,1
29,40,Private,Bachelors,Married,Professional,White,Male,1
24,40,Private,HS-grad,Single,Service,White,Male,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
26,40,Private,Some-college,Single,Professional,White,Male,0
50,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
37,44,Private,Assoc,Married,Blue-Collar,White,Male,1
36,38,Private,Assoc,Single,Professional,Other,Female,0
63,40,Government,Masters,Divorced,Professional,White,Male,1
20,35,Private,HS-grad,Single,Service,White,Male,0
38,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
17,5,Private,School,Single,Service,White,Female,0
53,60,Private,Some-college,Married,White-Collar,White,Male,1
19,20,Private,School,Single,Sales,White,Male,0
35,40,Private,Some-college,Married,Blue-Collar,White,Male,0
48,35,Other/Unknown,School,Married,Other/Unknown,Other,Female,0
30,35,Private,Bachelors,Single,Service,White,Female,0
70,45,Self-Employed,School,Divorced,Sales,White,Male,0
18,8,Self-Employed,HS-grad,Single,Blue-Collar,White,Female,0
43,30,Private,HS-grad,Separated,Sales,White,Female,0
59,40,Private,School,Married,Blue-Collar,White,Male,0
78,20,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Female,0
23,40,Private,HS-grad,Single,Service,White,Female,0
25,43,Private,Some-college,Single,Service,White,Female,0
29,25,Government,Bachelors,Married,Professional,White,Male,0
61,5,Private,Prof-school,Married,Blue-Collar,White,Male,1
25,30,Private,Some-college,Single,White-Collar,White,Male,0
46,40,Government,Masters,Married,Other/Unknown,White,Male,1
24,40,Private,Assoc,Single,Blue-Collar,White,Male,0
17,40,Self-Employed,School,Single,Sales,White,Female,0
33,40,Private,Masters,Married,Professional,White,Male,1
31,40,Private,Bachelors,Single,Professional,White,Female,0
46,40,Private,Bachelors,Divorced,Professional,White,Female,0
57,38,Self-Employed,Masters,Married,Service,White,Male,1
64,65,Government,Some-college,Separated,White-Collar,White,Female,0
31,40,Private,Bachelors,Married,Professional,White,Male,0
45,40,Private,School,Married,Sales,White,Male,0
25,30,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
31,25,Private,Some-college,Single,Blue-Collar,White,Female,0
22,50,Private,School,Single,Service,White,Male,0
49,30,Government,Assoc,Divorced,White-Collar,White,Female,0
48,40,Private,Bachelors,Married,White-Collar,White,Male,1
23,55,Private,School,Single,Blue-Collar,White,Male,0
66,10,Private,HS-grad,Divorced,Blue-Collar,White,Male,0
43,25,Private,Some-college,Single,White-Collar,White,Male,0
52,40,Government,Masters,Married,Professional,White,Male,0
43,40,Private,Prof-school,Married,Professional,White,Male,1
40,40,Government,Some-college,Divorced,White-Collar,Other,Female,0
23,45,Private,Bachelors,Single,White-Collar,White,Female,0
39,50,Private,HS-grad,Married,White-Collar,White,Male,1
42,40,Private,Bachelors,Married,Professional,White,Male,1
52,40,Private,Assoc,Married,Service,White,Male,0
36,40,Government,Masters,Married,White-Collar,White,Male,1
20,40,Private,HS-grad,Married,White-Collar,White,Female,0
24,2,Government,Assoc,Single,Professional,White,Female,0
39,60,Private,Assoc,Single,Blue-Collar,White,Male,0
46,25,Government,HS-grad,Divorced,White-Collar,White,Female,0
28,40,Private,Bachelors,Single,White-Collar,White,Female,0
51,38,Private,Assoc,Divorced,White-Collar,White,Female,0
75,20,Private,HS-grad,Married,Sales,White,Male,0
36,53,Government,Assoc,Married,Service,White,Male,1
42,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
51,48,Private,School,Divorced,Blue-Collar,White,Female,0
27,40,Government,Assoc,Single,White-Collar,Other,Female,0
34,35,Private,HS-grad,Single,Sales,White,Female,0
22,40,Other/Unknown,HS-grad,Single,Blue-Collar,White,Male,0
36,40,Private,HS-grad,Single,White-Collar,White,Female,0
33,70,Government,Assoc,Single,Service,White,Male,0
67,58,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,1
68,40,Self-Employed,HS-grad,Married,White-Collar,White,Male,1
35,40,Private,Bachelors,Married,Service,Other,Male,0
35,40,Government,HS-grad,Single,White-Collar,White,Male,0
49,52,Private,HS-grad,Married,Blue-Collar,White,Male,1
47,50,Self-Employed,Bachelors,Divorced,Sales,White,Female,0
31,50,Private,Assoc,Married,Blue-Collar,Other,Male,1
24,35,Private,Some-college,Married,Service,Other,Female,0
18,30,Private,HS-grad,Single,Service,White,Female,0
52,40,Private,Some-college,Married,White-Collar,White,Male,0
19,16,Private,HS-grad,Married,Service,Other,Female,0
26,80,Self-Employed,Bachelors,Married,Sales,White,Male,1
50,40,Government,Bachelors,Separated,Professional,White,Male,1
54,50,Self-Employed,Doctorate,Married,Professional,White,Male,1
27,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
31,40,Government,HS-grad,Divorced,Service,Other,Male,0
59,50,Private,Assoc,Married,Sales,White,Male,0
43,40,Self-Employed,Masters,Single,White-Collar,White,Female,0
36,38,Private,HS-grad,Divorced,White-Collar,White,Female,0
60,70,Self-Employed,Assoc,Married,Blue-Collar,White,Male,1
20,24,Private,Some-college,Single,Blue-Collar,White,Male,0
27,20,Other/Unknown,Masters,Single,Other/Unknown,Other,Male,0
35,38,Private,Masters,Married,Professional,White,Male,0
29,60,Government,Some-college,Married,Service,White,Male,0
50,40,Private,Bachelors,Divorced,White-Collar,White,Female,1
18,4,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,0
42,35,Private,Bachelors,Married,Blue-Collar,Other,Female,1
21,40,Private,Assoc,Single,White-Collar,White,Male,0
45,35,Private,School,Divorced,Service,White,Female,0
34,40,Government,Assoc,Divorced,Service,Other,Male,0
90,25,Private,HS-grad,Widowed,White-Collar,White,Female,0
33,84,Private,HS-grad,Married,Blue-Collar,White,Male,1
44,65,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,1
33,40,Government,Some-college,Married,Service,White,Male,1
42,40,Private,Some-college,Separated,Blue-Collar,Other,Female,0
33,40,Private,Bachelors,Single,Sales,White,Female,0
18,20,Private,School,Single,Professional,White,Male,0
28,40,Private,Bachelors,Married,Professional,White,Male,1
55,23,Private,School,Married,Service,White,Female,0
23,20,Private,Some-college,Single,Sales,Other,Female,0
44,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
34,51,Self-Employed,HS-grad,Married,Professional,White,Male,0
33,45,Private,Bachelors,Single,Professional,White,Female,0
22,20,Private,Some-college,Single,Professional,Other,Female,0
50,32,Private,Bachelors,Single,Sales,White,Female,0
49,40,Private,Assoc,Married,Blue-Collar,White,Female,0
58,50,Private,Assoc,Married,White-Collar,White,Male,1
39,50,Private,Some-college,Married,White-Collar,Other,Female,1
40,40,Self-Employed,Some-college,Married,Blue-Collar,White,Male,1
55,40,Private,Some-college,Married,White-Collar,White,Female,1
24,40,Government,HS-grad,Married,Service,White,Male,0
25,40,Private,Bachelors,Single,White-Collar,White,Female,0
18,20,Private,HS-grad,Single,Service,White,Female,0
21,40,Private,HS-grad,Single,Blue-Collar,White,Male,0
63,46,Private,Masters,Married,Blue-Collar,White,Male,0
23,25,Private,Some-college,Single,White-Collar,Other,Female,0
25,50,Private,HS-grad,Single,White-Collar,White,Female,0
45,30,Self-Employed,Some-college,Married,Sales,White,Male,0
66,40,Private,HS-grad,Married,Sales,White,Male,0
46,50,Self-Employed,HS-grad,Married,White-Collar,White,Male,0
39,40,Private,HS-grad,Married,Blue-Collar,White,Male,0
19,30,Private,HS-grad,Single,Sales,Other,Female,0
42,35,Government,School,Single,Blue-Collar,White,Male,0
40,40,Private,HS-grad,Separated,Blue-Collar,Other,Female,0
43,40,Private,School,Married,Blue-Collar,Other,Male,1
32,45,Private,Some-college,Single,Blue-Collar,White,Male,0
47,40,Private,Assoc,Married,Sales,White,Male,1
40,50,Self-Employed,Bachelors,Married,Sales,White,Male,1
48,40,Private,Assoc,Married,Professional,White,Male,0
58,40,Private,Some-college,Married,White-Collar,White,Male,1
62,84,Private,HS-grad,Divorced,Service,White,Female,0
45,40,Private,HS-grad,Divorced,White-Collar,Other,Female,0
32,40,Private,Some-college,Married,Blue-Collar,Other,Male,0
23,40,Private,HS-grad,Single,Service,Other,Female,0
69,20,Government,School,Married,White-Collar,White,Male,0
26,45,Private,Bachelors,Single,Professional,Other,Female,0
48,40,Self-Employed,Some-college,Single,Service,White,Male,0
35,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,0
46,40,Private,Assoc,Divorced,Blue-Collar,White,Male,0
23,40,Private,Some-college,Single,White-Collar,White,Male,0
52,40,Private,Bachelors,Divorced,Blue-Collar,White,Male,0
22,40,Private,Bachelors,Single,Professional,White,Female,0
46,40,Private,School,Married,Blue-Collar,Other,Male,0
53,55,Private,Masters,Married,White-Collar,White,Male,1
46,40,Private,Some-college,Divorced,Sales,White,Female,0
23,40,Private,Bachelors,Single,Service,White,Male,0
